Date,new_coin,P_ppi,B_pi,B_px,P_cpi,B_gx,B_gi,B_sx,B_si,S_ab,S_as,S_mo,S_mf,S_mu,S_md,S_mx,S_mb,new_esi,S_es,L_ml,L_mr,new_ts,L_er,L_em,L_ur,I_m,M_p,M_s,M_i,M_sc,M_si,M_sf,M_ic,M_ii,M_if,M_ur,M_fi,H_c,H_s,P_core1,I_s,I_c,R_s,R_d,gv_totr,gv_tote,S_cb,S_cs,H_p,new_usli,new_chli,new_ksp,S_fc,P_core2,new_dmsi,new_hc,new_chci,new_usip,new_crsv,B_bx,B_bi,mv_p,mv_s,new_rfs,new_gsp,new_gmp,new_gcp,new_emp,N_gdp,N_pc,N_fi,N_ci,N_gx
2020-06-30,110.8,99.47,101.41,100.28,99.71,38951.8,33864.2,6848.2,7914.1,56,57,59,82,58,57,53,51,68.4,74.1,0.4,20.5,0.53,60.4,26719.2,4.2,96.8,96.6,97.5,101.9,96.6,95.2,104.1,98,104.3,96.4,95.9,102.3,11545614,49505,100.18,99.1,99.9342,103.5,144.7029603,210754,282421,44,82.4,33079,96.16554,97.40422,2108.33,70,100.02,95.7,252966733,94.96,91.5934,3352.59,39214.071,35794.86,297033,303498,518.038,,,,,-2.7,0,-0.8,-1.2,-12.8
2020-07-31,111.1,99.69,100.57,100.36,99.63,42184,35134.7,7072.5,8065.2,62,63,65,82,68,64,59,59,77,75.6,0.38,21.3,0.56,60.5,26793.7,4.2,98.7,98.9,99.6,101.4,99.4,98.6,103.9,99.9,102,102.9,98.5,101.4,11690267,60666,99.96,100.2,101.1863,98.7,124.2072829,261424,315972,49,84.8,40178,97.7169,99.15741,2249.37,70,100.17,96,256569099,97.08,95.0256,3220.25,42785.144,38849.185,345726,331140,526.304,,,,,,,,,
2020-08-31,112,100.18,99.49,100.3,100.19,42637.8,35179.8,7016.4,8214,66,66,70,83,70,67,65,66,83.3,78.1,0.47,24.2,0.62,60.4,26869.6,3.9,99.8,99.6,99.3,102.1,101.1,97.9,100.9,99.5,101.7,104.2,98.1,97.6,11052222,32813,100.13,99.7,95.6636,101.5,137.4769835,296469,345077,54,88.8,28268,98.4365,100.7967,2326.17,75,100.36,98.5,254406114,98.66,95.9549,3357.06,39469.231,35817.929,233363,242619,530.735,,,,,,,,,
2020-09-30,112.6,100.38,98.37,100.26,100.74,45264.3,37131.7,6967.8,8824.8,64,63,74,87,73,67,66,68,77.6,81.1,0.4,24.3,0.64,60.3,26794.3,4.2,104.1,104.4,104.3,99,99.8,105.2,103.6,99.8,98.2,103.4,103,108.1,11468180,44193,100.28,99.6,99.264,103.1,136.5916009,330364,387075,42,80,35686,98.72673,101.2946,2327.89,66,100.16,100.3,249121367,100.4,95.9669,3529.47,47819.948,39400.19,342494,330202,541.302,,,,,2.2,0.8,5,-1.8,16.4
2020-10-31,113.4,99.98,96.2,97.88,100.18,49184,37279.5,7805.6,8571.8,74,73,82,90,86,81,78,79,89.1,84.5,0.42,21.3,0.66,60.4,26862.8,4.3,103.7,103.8,104.8,97,101.4,106,104,101.3,95.5,102.3,103.5,96.6,11267673,35107,99.82,101.1,97.5285,101.9,139.9531989,382798,417208,58,92.3,33257,99.08488,101.7439,2267.15,83,99.5,101.7,269763001,102.86,96.7394,3857.65,44818.534,39093.795,336283,330702,539.114,,,,,,,,,
2020-11-30,114.2,100.06,96.19,97.42,100.09,47861.7,38258.8,8283.9,9015.5,78,76,83,91,88,83,80,85,92.2,87.9,0.51,27.1,0.74,60.7,27021.4,4.1,104.4,104.6,103.7,95.6,103,106.2,100.9,101.2,93.5,101.2,103.7,98.9,11695580,36528,100.36,102,101.2323,101.2,140.7098003,408760,446847,72,98.8,34474,99.47995,102.1037,2591.34,91,100.16,102.8,257034631,106.26,97.0816,3951.42,45751.883,39944.763,324476,331766,533.941,,,,,,,,,
2020-12-31,114.4,100.84,98.16,97.99,100.33,50181.6,39084,8992.8,9079.9,75,74,84,89,84,81,79,82,86,91.2,0.37,18.7,0.77,59.1,26847.9,4.1,105.3,105.4,103.6,95.8,103.7,105.5,98.5,101,94.2,95.7,104.1,104.8,11173406,109399,100.5,100.3,96.7125,101.7,136.3714278,446628,489966,56,90.5,96803,99.89778,102.3248,2873.47,81,100.26,102.7,237599288,110.39,98.363,4056.6,51332.449,44638.246,296906,308131,538.548,,,,,1.6,-0.8,0,0.8,3.7
2021-01-31,114.3,101.96,101.79,100.16,101.04,49636.5,40482.3,8835.3,9459.4,77,78,88,93,91,88,87,85,93.2,94.4,0.29,15.3,0.82,57.4,26544.2,4.6,105.8,105.9,104.9,96.5,108,105.4,100.5,100.6,95.9,96.7,103.5,113.2,10381574,24734,100.77,100.3,89.8588,104.9,142.3563558,55261,50752,56,95,26183,100.2739,102.3949,2976.21,89,100.56,102.7,219745346,114.33,98.8822,,48006.974,44456.822,314190,308623,559.23,,,,,,,,,
2021-02-28,114.6,102.8,106.28,103.68,101.58,52206.8,43978.1,9127.9,9771.8,76,81,90,93,93,92,93,82,97.2,97.4,0.46,24.9,0.83,58.6,26953.8,4.1,108.5,109,106.6,97.7,105.2,108,99.7,103.9,96.4,97.6,106.8,109.6,11146431,38009,100.95,101.9,96.4791,102.1,139.7006718,92518,100751,63,97.2,33647,100.6504,102.3243,3012.95,90,100.7,103.2,224912159,116.52,95.6149,,44706.907,42404.636,260781,261254,544.891,,,,,,,,,
2021-03-31,115.3,103.89,109.97,107.43,101.84,52468,44252.4,8972.1,10275.6,83,88,95,96,98,95,99,89,102.1,100.1,0.47,28.4,0.92,59.8,27140.2,4,107.2,107.6,105.9,97.1,106.1,106.5,101.3,103.7,96.7,95.7,105.2,109.9,11000088,50315,101.1,103.8,95.2124,104.1,138.9330423,143996,163199,72,100.4,45354,100.9796,102.1441,3061.42,93,100.82,103.3,254736386,116.1,98.3856,3548.41,53690.914,49742.555,333869,336144,603.581,,,,,1.5,0.9,9,1.9,2.9
2021-04-30,116.3,104.88,109.72,110.26,101.98,53537.7,47098.2,9706.7,10791.1,88,98,110,99,107,108,111,96,106.3,102.3,0.49,27.6,1.01,60.4,27186.4,3.8,106.2,106.4,105,96.5,107.5,105.7,102.2,105.4,95.5,95.4,103.9,118.2,10819244,40572,101.33,104.4,93.6471,105.4,139.4064676,206719,209204,77,102.3,44609,101.2543,101.8654,3147.86,94,101.01,103.3,260027537,113.46,98.5587,3315.26,51225.991,50891.152,323672,311195,608.961,,,,,,,,,
2021-05-31,116.6,105.45,112.98,112.29,102.05,53475.9,46547.4,9648.9,11066.8,88,101,110,98,110,108,112,96,106.3,104.2,0.51,26.8,1.11,61.2,27221.3,3.8,105.4,105.4,103.7,96.3,106.9,104,99.2,108.6,95.7,92.4,103.1,108.5,10625680,32825,101.57,104.8,91.9717,105,141.6387895,247759,251407,85,105.5,36950,101.3349,101.5099,3203.92,99,101.12,102.6,268573136,109.7,99.4333,3594.51,50725.161,47910.522,256333,278326,605.282,,,,,,,,,
2021-06-30,116.9,106.01,116.05,113.36,102.05,54276.5,47508.1,9502.5,10794.6,88,102,107,100,111,109,115,98,110.5,105.6,0.55,26.8,1.15,61.3,27290.8,3.7,106.3,106.5,104,95,106.8,103.9,101.6,111.8,94.2,93.2,103.5,114.9,10540771,45312,101.67,105.3,91.2367,106.1,141.4247336,281802,308672,94,110.9,44018,101.3418,101.0937,3296.68,109,101.14,102.5,263312423,105.89,99.7987,3758.58,54778.905,50429.027,325781,319011,611.95,,,,,1.4,3,2.3,-1.1,-0.1
2021-07-31,117.3,107.04,120.23,117.77,102.26,54803.4,48686,10128.5,10805.3,87,99,105,99,105,107,116,97,105,106.6,0.48,26,1.17,61.3,27332.4,3.3,108.8,108.9,105.4,97.3,108.2,106,101.6,115.3,97,92.1,105.8,116.8,10525876,38599,101.73,104.9,91.1078,106.7,138.846169,337403,337468,82,103.4,46593,101.2912,100.6332,3202.32,92,101.45,102.5,265254968,102.73,100.2519,3492.51,55461.518,53676.256,297584,305750,601.817,,,,,,,,,
2021-08-31,117.6,107.6,121.79,119.27,102.75,55264.7,49092.1,10608.7,10821.5,87,99,106,98,106,105,114,95,106.2,107.2,0.56,24.3,1.15,61.2,27377.1,3.4,109,109.3,103.4,101.7,106.8,104,97.9,112.7,102.1,93.1,105,109.9,10659349,40373,102.01,104.3,92.2631,106.2,138.3371955,375514,382543,77,102.7,35506,101.2171,100.1505,3199.27,90,101.7,102.5,263401222,100.43,100.0437,3439.49,53165.104,51581.093,234963,237009,605.533,,,,,,,,,
2021-09-30,117.8,108,124.58,120.73,103.17,56724.4,49575.5,10668.7,10849.1,84,95,98,100,100,99,108,90,105.7,107.7,0.54,28.1,1.09,61.3,27468.3,3.1,108.5,108.8,103,102.9,106.9,103.9,98.3,109.5,105.9,89.7,104.6,101.7,10699488,47120,102.26,105.8,92.6105,108.9,136.233853,417651,423540,78,104.1,46130,101.1544,99.68179,3068.82,94,101.58,101.5,263539048,98.86,98.8579,3683.3,55913.862,51636.341,229423,243557,609.671,,,,,0,0.5,-5.2,-1.8,-0.4
2021-10-31,118.1,109.12,131.11,123.42,103.35,56846.7,52023.9,10941.6,11448.8,86,96,97,98,100,100,105,90,107,108,0.58,27.5,1.17,61.4,27514.3,3.3,109.2,109.4,103.8,104.8,107.7,104.4,99.3,112.1,107.8,89,105.5,100.7,10762254,46087,102.58,106.6,93.1538,108.6,139.0077376,462814,457475,80,107.3,46714,101.1084,99.27353,2970.68,96,101.83,100.9,279077660,98.05,100.1861,4045.39,55660.373,53847.824,263723,267224,618.573,,,,,,,,,
2021-11-30,118.5,109.9,129.82,122.27,103.87,58892.7,53643.1,10972.7,11490.9,86,98,100,97,103,101,107,90,107.8,108.1,0.62,26.1,1.27,61.5,27580.5,3.1,110.7,111,105.8,105.2,110,108.3,100.2,115,108,88.6,107.4,108.7,10571631,42060,102.81,108.6,91.5038,105.8,134.7,494494,490373,81,108.2,42388,101.0707,98.94595,2839.01,96,102.06,100.7,267897491,97.89,100.8654,4104.32,60330.542,57357.549,302983,299530,624.874,55.5,54.2,54.7,51.2,,,,,
2021-12-31,119.5,109.88,127.23,120.78,104.04,57506.9,53094.1,11060.5,11593.5,87,98,101,99,103,101,108,95,105.8,107.9,0.6,21,1.25,60.4,27670.9,3.2,114.9,115.5,108.4,107.8,112.6,109.3,103.4,114.5,110.1,89.8,111.7,111.4,11200970,91389,103.25,108,96.9511,108,138.9,537619,538034,79,104.2,97320,101.021,98.66506,2977.65,88,102.51,102.1,257501296,97.93,100.5726,4126.89,60734.117,61159.671,319197,313735,619.938,54.6,54.3,54.2,51.7,1.6,2,-0.7,0.8,4.1
2022-01-31,120.4,111.04,132.86,122.23,104.85,60055,54718.6,11043.4,11239.9,86,97,101,98,104,102,105,90,106.8,107.5,0.46,19.9,1.15,59.6,27725.7,3.2,115.6,116,109.5,105.3,112.7,111.3,102.3,116.6,107.7,87.5,112,117.5,10991118,22563,103.83,108.7,95.1347,107.8,131.4,63401,50844,76,104.9,39614,100.9392,98.40742,2663.34,93,103.17,103.6,247750357,97.65,100.1856,,55455.376,60606.721,271071,274760,631.509,51,53.2,51.1,50,,,,,
2022-02-28,120.8,111.57,138.93,124.89,105.42,61265,54905.9,11273.3,11579.2,85,94,99,101,99,98,104,91,107.1,106.8,0.65,23.7,1.11,60.6,27980.7,2.9,114,114.3,106.9,106.9,106.9,108.6,100.1,119.2,109.6,87.3,110.2,108.8,10460878,22701,104.27,106.8,90.5452,104.4,143.7,101765,110501,75,103.4,30514,100.8172,98.16979,2699.18,91,103.59,104.1,220494384,96.74,100.8064,,54155.835,53482.054,263959,269129,638.101,54.1,53.8,53.6,50.9,,,,,
2022-03-31,120.8,113.27,149.45,132.6,106.1,62668.6,56521.8,11424.8,11131.6,83,95,101,98,99,97,105,84,104.7,105.9,0.64,28.1,1.24,61.4,27963,2.8,114.6,115,107.7,105.9,109.4,108.3,102.2,114.6,109.3,88.8,110.3,106.1,10576844,40634,104.42,108.9,91.5489,106.4,133.1,163140,184303,71,103.6,42154,100.64,97.95571,2757.65,87,103.68,103.8,240987774,96.2,101.3907,3423.31,63786.835,63811.102,302156,288864,651.027,53.6,52.9,52.9,49.2,0.4,-1.2,-1.2,-2.9,3.6
2022-04-30,120.7,115.1,148.6,134.57,106.83,60386.9,56304.6,11424.5,11964.9,86,99,99,98,98,102,105,87,107.1,104.8,0.73,30.7,1.49,62.1,28039.8,2.8,112.6,112.9,105.4,106.2,105.5,107.2,100.3,116.6,110.3,84.6,108,103.9,10521500,34593,104.97,111.4,91.0699,105.9,133.7,236310,243597,74,104.3,48560,100.4065,97.75144,2695.05,87,104.05,101.9,267084005,94.6,101.44,2948.31,57842.816,60213.185,306462,317768,660.194,52.2,52.3,51.3,48.1,,,,,
2022-05-31,121,115.92,154.23,138.64,107.5,60805.4,58256.4,11400.6,12270.5,86,101,100,99,99,101,106,86,108.1,103.6,0.72,24.8,1.64,63,28122.4,2.9,111.2,111.5,106.3,105.7,109.8,107,100,115.3,109.9,85.6,106,112.3,11074665,31882,105.66,112.2,95.8579,105.5,134.6,281457,313556,74,103.1,48216,100.1205,97.5705,2685.9,84,104.57,101,284660031,93.9,101.3335,3354.7,61591.326,63168.38,307048,301374,659.847,52.1,52.3,51.4,49.5,,,,,
2022-06-30,121.4,116.57,155.09,140,108.21,60236.4,58203.7,11411.8,12260.2,82,96,95,98,96,95,98,83,103.8,102.2,0.74,24.5,1.82,62.9,28123.2,2.9,112.5,112.8,104,112,110.4,103.1,101,124.4,115.8,93.6,106.7,116.1,10947326,38922,106.15,112.7,94.7557,104.6,131.4,318786,373267,60,96.6,50701,99.82375,97.41922,2332.64,69,105.09,101,265474025,94.42,101.018,3874.25,57679.934,60149.906,328360,293634,666.113,53.8,52.2,53.5,51.6,0.9,3,1.6,-0.6,-1
2022-07-31,122.2,116.9,151,136.54,108.73,59386.7,60035.9,11519.4,12288.4,80,95,91,95,92,95,97,80,98.9,100.7,0.72,26.1,1.65,62.9,28157.2,3,111.5,111.7,105.7,113.1,115.7,104.2,106.2,125.1,119.4,85.9,105.6,115.2,10791300,44508,106.35,113,93.4052,104.6,130.4,376392,410084,43,85.7,36096,99.56422,97.30354,2451.5,50,105.52,102.3,274733135,95.74,101.223,3587.01,60241.774,65259.838,324306,345528,659.55,51.1,51.1,50.9,50.8,,,,,
2022-08-31,123.1,116.45,149.68,134.73,108.63,58003.7,61491.7,11335.2,13393.3,81,97,90,95,93,96,99,80,100.2,99.3,0.72,24.6,1.43,62.8,28174.7,2.8,107.1,107.3,105.3,111.2,118.1,102.8,102.7,121.4,115.5,88.1,101.8,121.1,11083713,30959,106.62,114.4,95.9362,108.3,136.1,418615,445799,47,88.5,51603,99.35707,97.25105,2472.05,58,105.84,103.6,277741687,96.63,101.0963,3625.79,56605.95,66027.733,284704,272233,663.566,49.3,50.3,49.4,50.2,,,,,
2022-09-30,123.4,116.53,154.7,138.52,108.82,56297,57101.3,10690.1,11373.8,78,95,87,95,93,92,97,74,99,97.9,0.8,25.4,1.26,62.7,28167.9,2.9,107,107.2,105.9,110.6,116,104.3,103.3,125.5,113.5,91.5,101.5,113.8,11114701,40587,106.86,114.5,96.2044,106.5,143.3,460929,488125,50,91.3,32742,99.18692,97.28069,2155.49,62,105.7,103.6,275998014,96.67,101.2918,3774.49,57176.3,61012.837,307641,309632,661.854,50,49.8,49.6,49.4,0.5,1.3,5.1,0.8,-1.6
2022-10-31,123.7,117.13,156.5,140.12,109.16,54211.2,55725.6,10564.4,11686.6,76,90,82,94,87,89,92,72,96.1,96.6,0.68,24.5,1.26,62.7,28192.7,2.9,104.1,104.2,104,110.4,118,102.9,98.9,131.4,112.8,89.8,99.6,117.5,11578232,27222,107.45,114.2,100.2166,107,137.7,513411,529147,47,88.6,48118,99.04436,97.40863,2293.61,56,106.1,102.5,290858529,95.46,101.2529,4027.05,52428.092,59167.185,328173,328174,668.671,49.3,49.4,49.1,49.8,,,,,
2022-11-30,123.2,116.75,147.92,132.49,109.07,52381,53839.1,10388.7,11627.3,75,90,83,93,87,86,94,74,92.2,95.4,0.75,24.1,1.2,62.7,28213.4,2.8,104.5,104.6,101.1,114.3,118.4,98.7,101.2,140.7,115.5,94.5,100.2,117,11853833,26146,107.72,114.1,102.6021,103.6,135.8,544975,566825,46,86.2,38718,98.93194,97.64716,2472.53,54,106.35,101.1,272692961,94,100.9552,3861.51,51771.855,58847.655,379797,345006,659.458,48.2,48.8,48.1,49.7,,,,,
2022-12-31,122.5,116.27,138.28,124.37,109.26,52058.2,52315.8,10205.2,12616.5,74,87,80,90,84,83,89,71,92.5,94.5,0.57,19.7,0.84,61.3,28231.9,2.7,100.6,100.1,100.4,113.1,119.2,98.2,95.8,136.4,113.2,95.3,96.5,115,11054450,25322,108.08,114.6,95.6829,104.3,132.1,588332,622997,51,89.7,54755,98.86258,97.97837,2236.4,62,106.65,99.8,256835691,95.3,99.7664,4054.23,54848.666,59623.062,353372,349342,651.763,48.1,48.7,48.2,49.8,-0.4,-0.1,-0.5,0.2,-3.9
2023-01-31,,116.69,135.29,120.65,110.07,52408.5,54269.5,9598.9,12855.6,69,80,75,91,78,76,80,66,91.1,93.9,0.47,17.4,,60.3,28162.2,2.7,103,102.7,101.7,116.8,107,100.6,103.4,142.9,118.3,95.6,99.7,105,11496241,21798,108.84,113.6,99.5069,102.1,,59692,47455,51,90.4,29739,98.83161,98.37796,2425.08,60,107.29,,256189376,95.56,100.505,,46339.145,59037.259,306736,299288,680.253,50.1,49.1,49.8,49.9,,,,,
2023-02-28,,116.91,137.95,121.58,110.33,52439.7,53181.8,10588.7,13609.8,69,78,72,89,77,74,76,63,92.2,93.5,0.64,23.4,,61.1,28272.9,2.7,102.1,102,102.2,117.2,109.7,100.6,103.2,149,118.4,96.1,98.4,110.3,12163477,14466,109.14,115.7,105.2822,107.3,,86534,104912,48,89.8,31383,98.82182,98.83316,2412.85,60,107.6,,242323704,96.52,100.6416,,49994.593,55370.498,347707,348777,672.152,52.6,49.9,52.1,51.6,,,,,
2023-03-31,,117.05,139,124.12,110.52,52132.9,51866.5,10586.5,12657.9,72,80,72,89,78,76,80,70,92.3,93.3,0.5,27.2,,62.2,28415.3,2.7,106,106.2,106.3,116.9,108.1,106,103.5,149.2,118.3,94.9,101.9,108.4,11771717,20301,109.33,115.2,101.8913,105.2,,139429,168874,52,91.7,35508,98.83695,99.2977,2476.86,63,107.81,,275391936,97.61,101.0205,3785.54,54882.484,59635.92,409811,404302,665.071,54.3,49.6,53.3,50.7,0.4,0.6,-1.7,-0.2,3.6
2023-04-30,,116.96,139.58,124.41,110.77,50171.7,49190.4,10302.3,12374.9,72,81,75,91,81,76,83,70,94.8,93.3,0.57,28.5,,62.7,28372.6,2.6,104.3,104.4,101.1,123.3,103.3,101.9,98.8,144.2,126.7,97.1,100.6,109.6,12034152,11704,109.7,114.8,104.1628,104.2,,202775,214869,58,94.9,33201,98.89503,99.73891,2501.53,68,108.12,,274043217,98.18,101.253,3491.05,49430.879,51940.137,381027,378207,670.494,55.2,49.6,54,50.5,,,,,
2023-05-31,,116.53,135.35,122.48,111.13,52089.2,50077,11140.6,12785.2,76,83,77,89,82,79,83,73,95.3,93.4,0.63,24.2,,63.5,28453.8,2.5,108.6,108.9,106.6,123.2,108.4,106,105.5,144.3,128.1,93.9,104,109.5,12123463,12108,110.17,115.4,104.9359,104.8,,245430,257334,64,97.9,36065,98.99475,100.1662,2577.12,74,108.51,,285184473,98.04,100.9286,3780.33,52054.195,54251.194,382122,378282,673.902,55.3,49.5,54.2,51.4,,,,,
2023-06-30,,116.27,130.16,118.5,111.16,52419.4,49594.6,10702.6,13360.1,76,82,78,90,84,79,79,73,96.7,93.5,0.61,24.9,,63.5,28453.5,2.6,105.9,106.2,108.1,116.3,106.4,108.8,104.3,143.5,119.7,88.9,100.8,113.6,11865155,16249,110.4,116.3,102.7001,106,,282315,317561,69,100.7,36912,99.12666,100.5874,2564.28,78,108.61,,277143135,98.3,100.1196,3995.14,54297.754,53055.48,370293,374848,677.117,53.8,48.7,52.5,51,0.7,0,0.5,-0.5,0.6
2023-07-31,,116.53,130.43,118.5,111.29,50654.2,45464.4,10376,13500,74,81,76,90,81,76,79,72,95.2,93.7,0.56,25,,63.2,28382.6,2.9,104.1,104.3,101.1,117.1,103,101.3,101.4,144.5,120.8,94.1,98.7,101.8,11946335,14128,110.36,116.2,103.4027,102.5,,336911,354445,75,103.4,19707,99.25702,100.9866,2632.58,84,108.91,,275592319,98.1,100.9067,3676.07,50457.776,48738.114,352972,345136,678.424,52.5,48.6,51.6,50.2,,,,,
2023-08-31,,117.5,135.83,123.35,112.28,53903.5,46893.5,10388.9,12392.7,71,79,73,86,77,74,76,67,95.1,93.7,0.64,24.9,,63.1,28448.1,2.7,108.4,108.8,104,120.6,104.8,102.3,106.4,150.4,123.6,93.5,102.1,102.1,12229016,14564,110.6,116.7,105.8495,103.7,,375951,386244,72,103.2,32458,99.366,101.3376,2556.27,80,109.16,,283500179,98.9,100.8393,3793.27,51994.074,51009.758,311957,308194,684.755,51,49,50.6,51.4,,,,,
2023-09-30,,118.03,139.83,125.53,112.85,54538.9,48528.4,9769.4,13230.6,73,80,73,88,78,76,75,68,93.7,93.7,0.64,27.7,,63.2,28465.1,2.8,110.9,111.4,108.1,118,114.5,107.4,104.1,139.9,120.3,94.5,103.1,107.4,12299752,18637,110.83,117.2,106.4618,103.7,,415578,425626,66,99.7,27498,99.44891,101.6354,2465.07,74,109.02,,287153432,99.2,101.0211,3982.6,54650.691,50972.525,301804,304135,689.403,50.8,49.2,50.5,50.9,0.8,0.1,-3.6,1.5,2.7
2023-10-31,,117.86,141.07,126.37,113.27,58446.6,51223,11635,13481.7,70,77,74,92,79,77,77,69,92.8,93.7,0.57,21.5,,63.3,28534.4,2.6,109.1,109.5,105.2,116.9,108.1,104.3,106.9,137.7,119.8,94.4,103,111.1,12266649,22739,111.28,116.6,106.1752,104,,468163,458608,64,98,20273,99.51644,101.897,2277.99,70,109.4,,291999121,99.3,100.4689,4333.3,54989.95,53440.582,341024,342823,686.148,50.5,48.8,50.1,50.1,,,,,
2023-11-30,,117.41,135.04,122.08,112.68,56120.4,48391.3,11141.5,13741,70,77,74,91,79,76,76,70,92.2,93.7,0.6,24.4,,63.1,28496.8,2.8,111.2,111.4,106.4,116,112.2,106.7,105.6,135.8,119.3,91.8,103.3,108.2,12157769,35627,111.21,117.2,105.2328,103.8,,501462,501903,62,97.1,28519,99.59901,102.1422,2535.29,72,109.4,,276951708,100.1,100.8639,4250.5,55561.09,51997.805,370513,377716,685.328,50.7,49.3,50.5,50.9,,,,,
2023-12-31,,117.56,132.89,120.84,112.73,56792.2,48806.2,10811.1,13794.6,70,76,75,92,79,74,76,70,92,93.8,0.54,21.9,,61.7,28563.8,2.8,109.9,110.1,108.2,110.5,111.5,108.4,105,137.2,110.2,93.6,100.7,112.9,10962672,43944,111.4,117.5,94.8885,103.5,,543586,559707,67,99.5,97481,99.70096,102.3717,2655.28,77,109.6,,265664175,99.5,100.6031,4355.02,57573.193,53122.854,367631,362345,686.277,51.6,49,51,51,0.5,0.3,2.2,-3.9,3.4
2024-01-31,,118.19,136.27,124.59,113.17,56942.4,47389.2,11308.1,13653.7,69,77,76,93,80,78,80,71,92.2,93.8,0.5,21.3,,61,28560.1,2.8,108.9,109.1,104.3,110.6,106.7,104.5,105,137.4,109.2,96.3,101.8,103,12877371,22726,111.72,117.3,111.4614,104.9,,64680,53149,69,101.5,25810,,,2497.09,81,110.01,,257556429,99.4,99.2223,,54709.823,54474.611,358464,346738,680.456,52.3,50,51.8,51.1,,,,,
2024-02-29,,118.55,137.63,126.54,113.78,56967.2,48790.9,11324.6,13857.8,68,77,75,93,81,78,85,70,94.1,93.9,0.55,25.5,,61.6,28589.3,2.7,111.4,111.9,105.9,110.5,110.5,105,104.5,135.5,109.5,96,103.6,113.2,12612424,23352,111.97,117.8,109.1681,101,,92482,115291,70,101.7,22912,,,2642.36,80,110.34,,256620049,99.1,100.285,,52076.39,48221.86,300459,298272,685.28,52.4,50.3,52.1,51.4,,,,,
2024-03-31,,118.82,138.31,126.94,113.95,56881.8,47555.9,11214.4,14569.4,69,76,75,94,78,76,83,71,92.9,93.9,0.49,29.2,,62.4,28568.3,2.8,108,108.2,103.9,109.6,108.9,102.4,103.2,131.5,111.8,90.9,100.3,105.9,11505063,16919,112,117.1,99.5832,101.8,,138333,189131,68,100.5,25836,,,2746.63,80,110.42,,278032889,98.4,100.4575,3901.99,56518.309,52112.905,365520,367721,687.641,52.4,50.6,52.2,52,1.2,0.5,-1,4.5,1.3
2024-04-30,,119.16,143.57,132.55,114.01,58886.1,52537.4,11397.1,13851.2,71,78,78,94,84,79,86,73,95.1,93.9,0.62,28.9,,63,28609.9,2.8,111.3,111.8,105.6,110.1,110.1,105.5,106.3,132.1,111.8,92,104,109.6,12098583,26103,112.18,118,104.7205,101.6,,200514,232260,68,100.6,27924,,,2692.06,81,110.66,,280725437,98.9,100.2434,3569.91,56148.299,54821.181,394458,390757,687.602,52.7,50.3,52.4,52,,,,,
2024-05-31,,119.25,141.77,131.78,114.1,59145.4,49513.6,11638.1,13796.6,73,80,80,95,85,81,88,74,94.4,93.9,0.52,26.4,,63.5,28531.6,2.8,111.9,112.4,105.7,110.9,106.4,104.5,107.7,136.9,111.5,95.9,103.3,104.1,11567149,17181,112.42,117.2,100.1206,101.9,,242902,279105,67,98.2,23492,,,2636.52,79,110.91,,293593228,98.9,100.863,3921.1,58020.557,53132.937,,,692.774,54,51,53.7,51.9,,,,,
2024-06-30,,119.23,142.64,132.88,113.84,59928.5,49410.7,11876.4,14105.9,74,82,81,94,87,82,88,78,95.4,93.9,0.49,25.3,,63.5,28554.6,2.8,110.7,111,105.7,108.5,109.2,104.1,105.3,131.2,110.3,94.2,102.2,109.6,11292798,22135,112.56,117.1,97.746,102.2,,278250,336615,71,100.7,23886,,,2797.82,80,110.95,,281827856,98.5,100.894,4073.16,57341.634,49090.193,,,692.449,53.1,50.9,52.9,52.1,-0.2,0,0,-3.3,1.5
2024-07-31,,119.56,143.28,133.88,114.13,57987.3,48697.6,11808.2,14423.3,72,82,81,94,84,80,88,73,96.7,93.7,0.52,25.7,,63.3,28567.1,2.7,107.6,107.8,101.1,110.1,109.7,100.3,101.3,127.4,113.3,90.9,99,118.9,11267943,16532,112.67,117.2,97.5308,101.4,,336459,371474,77,103.6,21817,,,2770.69,84,111.27,,282250965,98.7,99.9757,3775.74,57458.788,53838.742,,,698.835,53.3,49.7,52.5,50.7,,,,,
2024-08-31,,119.38,138.23,130.08,114.54,59677.9,50710.6,12301.3,14984.6,70,80,77,93,84,78,88,71,94.8,93.3,0.53,25.8,,63.2,28578,2.6,113.3,113.5,107,112,114.1,105.9,103.9,127.9,113.9,94.7,103,109.6,11139746,29227,112.75,117.6,96.4212,102,,373845,406225,73,100.6,28478,,,2674.31,81,111.4,,293800834,98.1,100.4309,3872.58,57642.924,54054.894,,,697.039,53.9,49.6,52.9,50.8,,,,,
2024-09-30,,119.16,134.67,126.77,114.65,61938.2,51878.6,12306.3,14581.4,70,77,78,94,80,76,85,69,94.4,92.7,0.48,23.7,,63.3,28589.3,2.6,112.6,112.8,107.9,108.4,117.7,105.6,104.2,127.4,110.7,93.2,102,114.5,10933736,18348,112.87,116.7,94.6381,103.4,,413522,449180,71,99.8,18486,,,2593.27,79,111.18,,287571825,98.1,99.8084,4111.23,58544.693,52102.925,,,703.055,52.9,48.7,51.9,49.8,0.1,0.4,5.4,-3.6,-0.1
