Date,new_coin,P_ppi,B_pi,B_px,P_cpi,B_gx,B_gi,B_sx,B_si,S_ab,S_as,S_mo,S_mf,S_mu,S_md,S_mx,S_mb,new_esi,S_es,L_ml,L_mr,new_ts,L_er,L_em,L_ur,I_m,M_p,M_s,M_i,M_sc,M_si,M_sf,M_ic,M_ii,M_if,M_ur,M_fi,H_c,H_s,P_core1,I_s,I_c,R_s,R_d,gv_totr,gv_tote,S_cb,S_cs,H_p,new_usli,new_chli,new_ksp,S_fc,P_core2,new_dmsi,new_hc,new_chci,new_usip,new_crsv,B_bx,B_bi,mv_p,mv_s,new_rfs,new_gsp,new_gmp,new_gcp,new_emp,N_gdp,N_pc,N_fi,N_ci,N_gx
2024-10-31,,119.01,137.55,128.54,114.69,58632.5,49326.7,12413.1,14761.3,69,77,74,92,79,74,84,69,93.1,92,0.47,25.4,,63.3,28612.6,2.8,113.9,114.5,105.9,112.1,116.1,104.6,105.3,126.2,114.7,94.7,102.8,114.7,10926642,23206,113.16,118.3,94.5767,102.1,,470323,483094,73,101.6,26136,,,2556.15,81,111.39,,296266230,98.9,99.4695,4539.64,57500.192,54331.589,,,708.29,53.1,49.4,52.3,50.6,,,,,
2024-11-30,,119.1,138.8,130.57,114.4,57829.1,47555.5,12098.5,14693.7,69,78,75,91,79,74,86,68,93.4,91.2,0.44,24.6,,63.2,28616.9,2.8,110.9,111.5,103.3,112.5,114.4,103.2,101.6,120.9,115.1,95,100.4,110.5,10682029,22030,113.19,118.1,92.4594,101.5,,510991,521012,70,100.6,28344,,,2455.91,74,111.44,,286059134,98.8,99.2925,4376.3,56288.629,50718.992,,,711.853,53.1,50.1,52.4,51.6,,,,,
2024-12-31,,119.52,141.98,133.56,114.91,59158.3,49698.1,12347.9,14183.5,64,75,73,88,76,71,87,62,83.6,90.3,0.38,19.4,,61.4,28549.4,3.1,115.1,115.8,110.8,107.5,123.2,109.2,108.2,119.4,107.1,96.1,102.7,124,10209458,65674,113.46,119,88.369,101.6,,560088,580113,52,87.9,155123,,,2399.49,56,111.59,,272419034,,100.3273,4517.15,61359.25,54866.38,,,717.265,53.8,49.6,52.6,51,0.1,0.2,0.8,-4.1,0
2025-01-31,,120.27,145.08,135.31,115.71,56894,47877.1,12350.3,14020.5,64,72,74,89,77,69,84,63,87.1,89.8,0.27,18.6,,61,28702,2.8,113.1,113.8,104.6,108.3,110.3,102.8,105.6,118.1,109.3,94.1,101.6,105.5,9927023,10178,113.98,118.2,85.9244,101.6,,64178,50741,51,91,22452,,,2517.37,65,112.14,,263912229,,100.0647,,49176.984,51172.292,,,711.095,52.2,50.1,51.8,50.8,,,,,
2025-02-28,,120.33,143.6,134.56,116.08,57438.7,47134.4,11831.3,15196.6,63,73,74,89,80,74,87,65,90.5,89.5,0.38,22.1,,61.7,28719.8,2.8,113.4,113.9,106.5,106.5,116.3,104.5,108.7,121.6,106.8,95,102,115,9828062,10069,114.12,119.3,85.0678,103.2,,97934,110625,55,95,12503,,,2532.78,73,112.29,,241438063,,101.0993,,52292.301,48328.741,,,711.757,51.5,50.6,51.5,51.2,,,,,
2025-03-31,,120.36,143.04,135.11,116.29,58400.9,49235.6,12244.7,14829.5,65,74,76,90,82,76,87,68,87.6,89.5,0.29,25.8,,62.5,28750.9,2.8,115.9,116.6,108.2,104.3,119.3,106.1,106.6,125.4,103.4,96.8,103.9,120.9,9785769,13774,114.37,118.9,84.7017,102.1,,151460,194066,55,93.2,31033,,,2481.12,70,112.52,,280195942,,101.0404,4094.05,58064.562,53341.032,,,722.572,52.7,50.3,52.1,51.3,-0.2,-0.1,-0.4,-3.1,-1.5
2025-04-30,,120.14,139.82,133.05,116.38,58093.3,48061,13029.1,16044.1,65,75,79,91,84,77,85,68,87.9,89.7,0.41,31.8,,63.2,28779.5,2.7,115.8,116.5,107.4,104.9,120.7,105.7,106.8,126.2,103.8,97.3,103.5,117.5,9469481,25044,114.86,119.2,81.9641,101.6,,219734,243323,52,93.6,24026,,,2556.61,73,112.93,,284539417,,101.1279,3717.41,58035.745,53232.716,,,721.789,50.8,49.8,50.8,50.5,,,,,
2025-05-31,,119.64,134.61,128.39,116.27,58352.5,46790.9,12091.4,15256.1,69,77,77,93,85,79,85,73,92.6,90.3,0.35,26.6,,63.8,28776.9,2.7,113.3,113.8,106.3,104,114.7,104.8,104.5,126,102.9,97.9,101.1,112.7,9351595,15211,115.06,118.8,80.9437,101.6,,265441,291722,63,101.7,20424,,,2697.67,91,113.1,,297982461,,100.9655,4132.58,57261.063,50345.116,,,716.101,52,49.5,51.2,49.2,,,,,
2025-06-30,,119.77,133.73,126.88,116.31,59632.6,48130.6,12375.5,15012.9,68,75,79,92,84,77,83,70,93.2,91,0.37,23.5,,63.6,28741.5,2.7,116.4,117.1,109.5,102.3,120.5,107.6,106.1,125.8,101.4,97.8,102.8,112.2,9937839,28871,115.25,120,86.018,102,,303355,360686,74,108.6,28018,,,3071.7,107,113.17,,282141249,,101.4785,4228.74,59833.797,50825.746,,,723.033,51.8,50.4,51.7,50.4,0.7,0.5,-2.1,-1.2,5.2
2025-07-31,,120.19,134.84,127.86,116.52,59569,48038.7,12874.8,14866.2,68,74,75,88,82,77,79,68,93.3,91.7,0.38,26.3,,63.4,28747.3,2.7,115.5,115.9,107.2,102,120.2,106.1,104.2,127,99.9,97.4,101.5,114.1,9704394,21400,115.29,119.8,83.9974,104.1,,364930,410865,86,110.7,16115,,,3245.44,106,113.47,,290430092,,101.894,3878.02,60724.322,54210.371,,,727.727,53.5,49.7,52.5,50.1,,,,,
2025-08-31,,120.11,135.21,128.69,116.45,59943.1,48457.4,12627.8,15539.2,69,76,76,90,81,74,85,70,95,92.5,0.39,26.2,,63.3,28754.1,2.8,117.4,117.9,109.5,102.7,118,108,105.9,125,100,99.4,103.7,110.6,9321669,16304,114.84,119.1,80.6847,101.8,,409596,450209,93,111.2,17176,,,3186.01,100,112.84,,294973706,,101.6247,3966.76,58259.332,51856.624,,,731.7,53.3,50.9,52.9,50.9,,,,,
2025-09-30,,120.54,135.56,129.37,117.06,60831.9,49419.7,12756,16004.7,69,76,77,89,84,75,83,70,91.7,93.3,0.4,27.2,,63.7,28881.6,2.7,117.8,118.5,107.5,103.1,119.7,104.9,104.4,128.9,101.6,97.2,103.2,119.6,9501485,29936,115.56,121.3,82.2411,102.9,,455810,505499,91,110,46575,,,3424.6,97,113.36,,288817616,,101.668,4197.1,65904.118,56419.614,,,732.192,52.9,50.7,52.5,51.2,1.3,1.3,2.6,0.6,1.8
2025-10-31,,120.94,138.19,134.7,117.42,60507.1,48866.8,12600,16317.8,70,76,77,90,80,76,83,68,94.8,94.1,0.38,24,,63.4,28798.1,2.7,111.4,111.9,103.8,103.2,119.1,102,102.6,127.1,102.1,95.2,99,112,8874168,17777,116,120.9,76.8113,105.8,,513080,543672,91,109.6,28042,,,4107.5,94,113.79,,302055368,,101.2075,4629.13,59511.578,53510.827,,,731.051,53.5,50.9,53,51.1,,,,,
2025-11-30,,121.31,141.47,139.42,117.2,63949.7,49905.4,12656.4,15892.7,70,76,76,92,79,75,80,70,94.5,94.9,0.39,23.9,,63.4,28831.3,2.8,112.6,113.2,105.7,103.4,121.1,105.1,104,125.5,101.6,94,99.7,111.9,9031465,19912,115.82,121.5,78.1728,102.1,,551139,580855,96,112.3,30681,,,3926.59,102,113.64,,294245621,,101.3605,4389.8,60752.618,51284.605,,,734.718,53.2,50.5,52.7,50.5,,,,,
2025-12-31,,121.76,142.68,140.28,117.57,65329.8,48951.7,12706.1,15682.7,71,79,78,91,82,77,85,70,93.5,95.6,0.35,19.8,,61.5,28747.1,3.3,114.3,115.1,107.8,103.6,122.7,106.1,103.3,127,100.2,97.4,102,107.1,9539459,64209,116.02,122.1,82.5698,102.7,,,,89,109.8,102789,,,4214.17,96,113.83,,281331778,,101.6781,4513.59,69513.624,57367.684,,,734.685,52.4,50.4,52,50.4,-0.2,0.3,-1.7,-3.5,-1.6
2026-01-31,,122.56,143.74,145.86,118.03,68911.1,48299.3,13123.3,16689.5,72,81,83,92,86,84,87,73,94,96.4,0.29,20.4,,61,28815.6,3,112.1,112.7,106.1,103.8,112.2,105.6,105.7,132.3,99.8,98.8,100.1,114.4,8457487,11314,116.56,122.1,73.2046,105.1,,,,90,110.8,16531,,,5224.36,98,114.41,,266342493,,102.3963,,65812.871,57098.343,,,733.537,52.4,50.9,52.6,50.6,,,,,
2026-02-28,,123.25,145.39,148.98,118.4,,,,,71,80,81,93,84,79,89,72,98.8,97.2,,,,61.8,28956.1,2.9,,,,,,,,,,,,,,,116.93,,,,,,,95,112.1,,,,6244.13,102,114.87,,257447300,,102.551,,67309.506,51933.659,,,,53.4,51.9,53.3,52,,,,,
2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,107,,,,,89,,,205087589,,,,,,,,,,,,,,,,,
