,target: 2024Q4
2024-09-13,0.522845549
2024-09-20,0.522845549
2024-09-27,0.484311544
2024-10-04,0.538880307
2024-10-11,0.538880307
2024-10-18,0.528714068
2024-10-25,0.595725654
2024-11-01,0.762074232
2024-11-08,0.80836427
2024-11-15,0.884813551
2024-11-22,0.884927133
2024-11-29,0.574659212
2024-12-06,0.491707516
2024-12-13,0.503783447
2024-12-20,0.50421093
2024-12-27,0.436629836
2025-01-03,0.466704704
2025-01-10,0.466704704
2025-01-17,0.489797194
2025-01-24,0.363596529
